iter	Logloss
179	0.4384077753
180	0.4377493552
181	0.4371849855
182	0.4366945364
183	0.4360931397
184	0.4354866244
185	0.434968145
186	0.4343515667
187	0.4340045854
188	0.4333806691
189	0.4327168265
190	0.4321201498
191	0.4315713151
192	0.4309933856
193	0.4303558585
194	0.4297705776
195	0.4293529558
196	0.428905327
197	0.4285413017
198	0.4280258022
199	0.4275067649
200	0.42705065
201	0.4264653257
202	0.4260905596
203	0.4256615551
204	0.4251428651
205	0.4245592831
206	0.4241107004
207	0.4234516805
208	0.4229147554
209	0.4223144592
210	0.4218080139
211	0.421345112
212	0.4209977418
213	0.4205059852
214	0.4200714837
215	0.4196057498
216	0.4193831228
217	0.4189262534
218	0.4184053176
219	0.4179177439
220	0.4175030071
221	0.4168501895
222	0.4163995446
223	0.4160858155
224	0.4156062938
225	0.4151569829
226	0.4148301784
227	0.4146038153
228	0.4140914032
229	0.4137544193
230	0.4133106495
231	0.4128432228
232	0.4122934477
233	0.4119369712
234	0.411819237
235	0.4115789221
236	0.4113249888
237	0.4110144537
238	0.4104767357
239	0.4101194962
240	0.4096459848
241	0.4095629247
242	0.409047784
243	0.4085596423
244	0.4081454922
245	0.4078704318
246	0.4073699476
247	0.4069839135
248	0.4068464015
249	0.4064495724
250	0.4063318928
251	0.4059219298
252	0.4057752624
253	0.405260669
254	0.4049912311
255	0.404783981
256	0.4045407085
257	0.4039508302
258	0.4035466336
259	0.4034461551
260	0.4033186972
261	0.4030366879
262	0.402761494
263	0.402507877
264	0.4020963499
265	0.401676428
266	0.4011617126
267	0.4008557828
268	0.400354985
269	0.4001872859
270	0.3999734638
271	0.3996684291
272	0.3994485959
273	0.3990963527
274	0.398767656
275	0.3983802602
276	0.3980547547
277	0.3977715689
278	0.3976196126
279	0.3972752769
280	0.3969143042
281	0.3967566322
282	0.3966065296
283	0.3962460235
284	0.396006644
285	0.3958782513
286	0.3955651693
287	0.3952049352
288	0.3950415724
289	0.3947582444
290	0.3943963876
291	0.3940479503
292	0.3937166925
293	0.3935547574
294	0.3933388237
295	0.3930303098
296	0.3927897208
297	0.3926575117
298	0.3923880401
299	0.3920941809
300	0.3918124307
301	0.3913520609
302	0.3910972407
303	0.3908597956
304	0.3905160547
305	0.3902159951
306	0.3898307781
307	0.3895338827
308	0.3892915922
309	0.3891077683
310	0.388840286
311	0.3887351794
312	0.3885396612
313	0.3883825279
314	0.3881488963
315	0.3877988721
316	0.3873654563
317	0.3871086223
318	0.3868253437
319	0.3868045313
320	0.386724623
321	0.3866172973
322	0.3862917273
323	0.3860677407
324	0.3858026991
325	0.3856468007
326	0.3853387723
327	0.3850808353
328	0.3848172068
329	0.3846537584
330	0.384494166
331	0.3842138349
332	0.3839916537
333	0.3838721141
334	0.3836537511
335	0.3834102801
336	0.3831692068
337	0.382970492
338	0.3827168634
339	0.3824932556
340	0.3823303142
341	0.3821547543
342	0.3819690927
343	0.3817019948
344	0.3815487623
345	0.3814092753
346	0.3811219411
347	0.3810055008
348	0.3808384813
349	0.3807047335
350	0.3804036592
351	0.38015621
352	0.3799210465
353	0.3797688951
354	0.3795309579
355	0.379142941
356	0.3790299736
357	0.3790099482
358	0.3787403965
359	0.3786791836
360	0.3784773699
361	0.3783094714
362	0.3781907643
363	0.37798859
364	0.377811955
365	0.3776044085
366	0.3774637976
367	0.3773315224
368	0.3771052818
369	0.3768904692
370	0.3767636797
371	0.3764536652
372	0.3762295994
373	0.3760310018
374	0.3759029418
375	0.3755786689
376	0.3753399432
377	0.3751564646
378	0.374887989
379	0.3745583436
380	0.3743726571
381	0.3740980433
382	0.3738897939
383	0.3736540983
384	0.373428153
385	0.3732263495
386	0.3730354036
387	0.3728506533
388	0.3726091641
389	0.3725061667
390	0.3722655453
391	0.3721205608
392	0.3718635152
393	0.3715987383
394	0.3714394819
395	0.3713214131
396	0.3712129917
397	0.371096393
398	0.3708556506
399	0.3707570009
400	0.3706299114
401	0.3705397266
402	0.3702674964
403	0.3700349301
404	0.3698367425
405	0.3695445034
406	0.369375394
407	0.3690780867
408	0.3690095748
409	0.3687369294
410	0.368522956
411	0.3683875406
412	0.3682295679
413	0.368051363
414	0.3679205862
415	0.3677877836
416	0.3675997524
417	0.3672331727
418	0.3671079737
419	0.3669342856
420	0.3667011749
421	0.3665774169
422	0.3663845642
423	0.3662336794
424	0.3661337887
425	0.3659115019
426	0.365774102
427	0.3656091755
428	0.3654210426
429	0.3652888694
430	0.3650939938
431	0.3648434525
432	0.3646405207
433	0.3644628872
434	0.3644108762
435	0.3642937447
436	0.3640635459
437	0.3638194243
438	0.3637103092
439	0.3634833023
440	0.3633535516
441	0.3632288244
442	0.363052679
443	0.3628488596
444	0.3627489612
445	0.3626374072
446	0.3624804736
447	0.3623359212
448	0.3621370821
449	0.3620259246
450	0.3619405858
451	0.3617881956
452	0.3616291674
453	0.3613603557
454	0.3612411341
455	0.3610706883
456	0.3609776338
457	0.3608461017
458	0.3607335862
459	0.3606373436
460	0.3604845604
461	0.3603216957
462	0.3600939469
463	0.3599727746
464	0.3597736301
465	0.3596962883
466	0.3595604213
467	0.359412683
468	0.3592153165
469	0.3590801103
470	0.3589548224
471	0.3586031179
472	0.3584973843
473	0.3583386289
474	0.3581726498
475	0.3580690407
476	0.3578607562
477	0.3577323835
478	0.357604728
479	0.3572794166
480	0.357156137
481	0.3571037752
482	0.3570362493
483	0.3569068381
484	0.3567891498
485	0.3566167508
486	0.3565439686
487	0.3563698772
488	0.3562562971
489	0.3561632805
490	0.3560333841
491	0.3559586865
492	0.3558053457
493	0.3557816769
494	0.3556729435
495	0.3555981032
496	0.3554266353
497	0.3552918757
498	0.3550809192
499	0.3549635291
500	0.3547885526
501	0.3546740984
502	0.354663636
503	0.3545907944
504	0.3544543662
505	0.354233893
506	0.3540681579
507	0.3539323727
508	0.3538230974
509	0.3538084165
510	0.3535277537
511	0.353293543
512	0.3531796417
513	0.3530803132
514	0.3529179061
515	0.3527550376
516	0.3526208266
517	0.3525909471
518	0.3524957587
519	0.3523743537
520	0.3522046403
521	0.3521435846
522	0.3519699592
523	0.3518236017
524	0.3516897427
525	0.3514941435
526	0.3513138512
527	0.3511881283
528	0.351047471
529	0.3509345938
530	0.3508162375
531	0.3506476494
532	0.3504140892
533	0.3503408699
534	0.3502278914
535	0.3500491938
536	0.3499876683
537	0.3498869231
538	0.3497693662
539	0.3497029159
540	0.3496001892
541	0.3494568524
542	0.3494511011
543	0.3492206222
544	0.3490674428
545	0.349007657
546	0.3488811401
547	0.3487564697
548	0.3486524186
549	0.348385739
550	0.3481433229
551	0.3480828362
552	0.3480309464
553	0.3478938113
554	0.3477913838
555	0.3476252977
556	0.3475002708
557	0.3473576538
558	0.3472925971
559	0.3471143577
560	0.3469743895
561	0.346788955
562	0.3466082621
563	0.346436368
564	0.3463021811
565	0.346164302
566	0.3460897207
567	0.3458961746
568	0.3457681964
569	0.3457178664
570	0.3455091074
571	0.3453071577
572	0.3451487218
573	0.3450405295
574	0.3448895842
575	0.3446750099
576	0.3445374521
577	0.3444264215
578	0.3442318664
579	0.3440905494
580	0.3439771716
581	0.3438080686
582	0.3437168068
583	0.3436459583
584	0.3435378482
585	0.3433535278
586	0.3432664807
587	0.3430937214
588	0.3429294973
589	0.342833782
590	0.3427732084
591	0.342672504
592	0.3425730809
593	0.3424722389
594	0.3424089944
595	0.3422785965
596	0.3421425425
597	0.3420995982
598	0.3419286772
599	0.3418119004
600	0.3417320753
601	0.3416102252
602	0.3415896001
603	0.3415226603
604	0.3413415515
605	0.3412784547
606	0.3410949987
607	0.3409413004
608	0.3408500628
609	0.3407435553
610	0.340683945
611	0.3405235519
612	0.3403876272
613	0.3402616426
614	0.3400990838
615	0.339950386
616	0.3398896037
617	0.3398279776
618	0.3397204758
619	0.3395549825
620	0.3394072908
621	0.3393488465
622	0.3392127522
623	0.3390950812
624	0.3390534329
625	0.3390156017
626	0.3388623096
627	0.3387079694
628	0.338513124
629	0.3382834673
630	0.3381775791
631	0.3380923176
632	0.3379831854
633	0.3378646684
634	0.3377539673
635	0.337625241
636	0.3375097807
637	0.3373847443
638	0.337281296
639	0.3372458431
640	0.3371566946
641	0.3370033041
642	0.3369177196
643	0.336782843
644	0.3367257604
645	0.3366352077
646	0.3365282969
647	0.3363789244
648	0.3363195895
649	0.3362180703
650	0.3361178493
651	0.3360537978
652	0.3359398285
653	0.3358594525
654	0.3356882732
655	0.3355075961
656	0.3353855901
657	0.3352970835
658	0.3351711663
659	0.3349977737
660	0.334888576
661	0.3348310515
662	0.334708831
663	0.3346253256
664	0.3345760609
665	0.3343436066
666	0.3342309989
667	0.3339972203
668	0.3339059319
669	0.3337892413
670	0.3337151212
671	0.3335041161
672	0.3333916047
673	0.3332106502
674	0.3331345517
675	0.3330429773
676	0.3329327054
677	0.3327873124
678	0.3326037559
679	0.3324405537
680	0.3323219327
681	0.3321369772
682	0.3320255341
683	0.3319709759
684	0.3318649073
685	0.3318329325
686	0.3317215174
687	0.3316073676
688	0.3315253196
689	0.3314276255
690	0.3312950521
691	0.331233432
692	0.3311445592
693	0.3311149904
694	0.3310023639
695	0.33090807
696	0.3308514289
697	0.3307225133
698	0.3306189452
699	0.3304471055
700	0.3303181777
701	0.3301733485
702	0.3301222166
703	0.3300473671
704	0.3299819342
705	0.3298499206
706	0.3297908442
707	0.3297617209
708	0.3295264302
709	0.3294402025
710	0.3293061833
711	0.329177752
712	0.3290792679
713	0.3290034851
714	0.3289002363
715	0.3287518907
716	0.3285909227
717	0.328509287
718	0.32833828
719	0.3282950742
720	0.3281938523
721	0.3281368329
722	0.3280493413
723	0.3279880178
724	0.3277826551
725	0.3277278182
726	0.3276552158
727	0.3275745713
728	0.3274509309
729	0.3273617307
730	0.3272825983
731	0.3272005004
732	0.3271504946
733	0.3270458484
734	0.3268763449
735	0.3267257208
736	0.3266641817
737	0.3266517853
738	0.3266170095
739	0.3265761687
740	0.3264698289
741	0.3263989989
742	0.3262441645
743	0.3261776449
744	0.3260754096
745	0.3260054925
746	0.3259579413
747	0.325870111
748	0.3257678058
749	0.3256335436
750	0.3255396599
751	0.3254331321
752	0.3253466184
753	0.3252626177
754	0.3251930775
755	0.325082014
756	0.3250134611
757	0.3248382381
758	0.3246935718
759	0.3245422293
760	0.324488489
761	0.3243175326
762	0.3242183228
763	0.3241216476
764	0.3240557779
765	0.3239628221
766	0.3238100221
767	0.3236798349
768	0.3235710366
769	0.3234883214
770	0.3234579996
771	0.3233376773
772	0.3232008556
773	0.3231144651
774	0.323045816
775	0.3229635053
776	0.3228388411
777	0.322726327
778	0.322621971
779	0.3224623645
780	0.3224196204
781	0.3223435723
782	0.3221672235
783	0.3220817953
784	0.3220002698
785	0.3219005087
786	0.3217968198
787	0.3217359648
788	0.3216424384
789	0.3214575253
790	0.3213721503
791	0.3213125069
792	0.3212475153
793	0.3211577274
794	0.3211089302
795	0.3210399884
796	0.3209625227
797	0.3208354087
798	0.3206871439
799	0.3206498093
800	0.3205473051
801	0.3204806486
802	0.3204273992
803	0.3203420303
804	0.3202591437
805	0.3201430803
806	0.320096208
807	0.3200131252
808	0.3199715245
809	0.3198225374
810	0.319679069
811	0.3195770493
812	0.3194911817
813	0.3194801737
814	0.3193124532
815	0.3191956576
816	0.3191376836
817	0.3189942303
818	0.3189800422
819	0.3188733807
820	0.3188184897
821	0.3187724383
822	0.3186530421
823	0.3185815398
824	0.3184662296
825	0.3182184796
826	0.3181297287
827	0.3180359488
828	0.3180156351
829	0.3179098721
830	0.3178529324
831	0.3177845527
832	0.3177260924
833	0.3177187112
834	0.3175929252
835	0.3174869134
836	0.3174081246
837	0.3173677991
838	0.3173314559
839	0.3171228626
840	0.3170705477
841	0.3169554503
842	0.3169298706
843	0.3168426047
844	0.3167027289
845	0.3165445118
846	0.3165133091
847	0.3164462218
848	0.3163861832
849	0.316266505
850	0.3161840866
851	0.316122223
852	0.3159671891
853	0.315904913
854	0.3157214638
855	0.315637537
856	0.3154972378
857	0.3153796276
858	0.3153458572
859	0.3152155735
860	0.315159876
861	0.3150541481
862	0.3149887326
863	0.3149704316
864	0.3149400609
865	0.3147560966
866	0.3146932434
867	0.3146735469
868	0.3145597574
869	0.3144458871
870	0.3143245179
871	0.3142764362
872	0.3140944771
873	0.3140144697
874	0.3139674079
875	0.3138751044
876	0.3137269566
877	0.3136484186
878	0.3135793463
879	0.3134819307
880	0.3134188332
881	0.3132658675
882	0.3131954344
883	0.3131786252
884	0.3130865913
885	0.3130317817
886	0.3128558264
887	0.3128218574
888	0.312665745
889	0.312528719
890	0.3124350553
891	0.3123283688
892	0.3122528177
893	0.3122181781
894	0.3121617984
895	0.3120039462
896	0.3119783315
897	0.311860484
898	0.3117763857
899	0.3117252866
900	0.3116387648
901	0.3115598311
902	0.3115101589
903	0.3114515688
904	0.3113067296
905	0.3111624542
906	0.3110835913
907	0.3110239473
908	0.3109036994
909	0.3108368486
910	0.3107926042
911	0.3106847108
912	0.3105459956
913	0.3104990244
914	0.3104216916
915	0.3103328001
916	0.3102989327
917	0.3101349421
918	0.3101131652
919	0.3099810801
920	0.3098761072
921	0.3098177181
922	0.3097458284
923	0.309653022
924	0.3095910727
925	0.3094981314
926	0.3094575997
927	0.3093928304
928	0.3092590818
929	0.3091682122
930	0.3091160412
931	0.3090150548
932	0.3088934135
933	0.3088021206
934	0.3087336199
935	0.3086868073
936	0.3084711063
937	0.3084165161
938	0.3082778385
939	0.3081667381
940	0.3081184644
941	0.3080800477
942	0.3080377065
943	0.307956433
944	0.3078415919
945	0.3078223983
946	0.3077515173
947	0.3077427772
948	0.3076496575
949	0.3076304995
950	0.3075467425
951	0.307438159
952	0.3073769627
953	0.3072924698
954	0.3072184835
955	0.3070730593
956	0.306932772
957	0.3068241001
958	0.3066500051
959	0.3064967213
960	0.3064466871
961	0.3064135854
962	0.3063124594
963	0.3061584878
964	0.3060936015
965	0.3060211683
966	0.3059275675
967	0.3058291664
968	0.3057722412
969	0.3057134335
970	0.305670123
971	0.3055830412
972	0.3054933026
973	0.3053720544
974	0.305341882
975	0.3053088236
976	0.3051641758
977	0.3051141106
978	0.305056448
979	0.3049274751
980	0.3047976405
981	0.3047427317
982	0.3047029015
983	0.3046349301
984	0.3045860257
985	0.304492073
986	0.3044241102
987	0.30435999
988	0.3043216185
989	0.3042712009
990	0.3041245027
991	0.3040576724
992	0.3039120786
993	0.3037959001
994	0.3036456156
995	0.3035807796
996	0.3034964056
997	0.303458443
998	0.3033951675
999	0.3033378617
1000	0.3032257068
1001	0.3030561213
1002	0.3029293658
1003	0.3029047561
1004	0.3028423589
1005	0.3028101924
1006	0.3027201133
1007	0.3027047722
1008	0.3026253394
1009	0.3025640407
1010	0.3025049554
1011	0.3022480434
1012	0.3021569024
1013	0.301943566
1014	0.3017581236
1015	0.301667132
1016	0.3015995469
1017	0.3015366744
1018	0.301460088
1019	0.301318176
1020	0.3011758567
1021	0.3010938807
1022	0.301026013
1023	0.300947448
1024	0.3008817683
1025	0.3008101265
1026	0.3007419056
1027	0.30069654
1028	0.3006267543
1029	0.3005856897
1030	0.3005633419
1031	0.3004753804
1032	0.3003268858
1033	0.3002015041
1034	0.300145227
1035	0.3000057164
1036	0.2998161352
1037	0.2995843774
1038	0.2995348931
1039	0.299358783
1040	0.2993114099
1041	0.2992652263
1042	0.2992391733
1043	0.2991499393
1044	0.2990119175
1045	0.2989648388
1046	0.2989096261
1047	0.2988191663
1048	0.2987172648
1049	0.2986602844
1050	0.2985623616
1051	0.2985271766
1052	0.2984084734
1053	0.2983669732
1054	0.2983312137
1055	0.2982344191
1056	0.2980956336
1057	0.2980254418
1058	0.2978266261
1059	0.2978012737
1060	0.2977081428
1061	0.2976539827
1062	0.2975427171
1063	0.2974741284
1064	0.2974464874
1065	0.2973544376
1066	0.2972627765
1067	0.2971520058
1068	0.297064379
1069	0.2969854025
1070	0.2968066774
1071	0.2967619807
1072	0.2966843467
1073	0.2966137798
1074	0.2965698703
1075	0.2964201839
1076	0.2963536723
1077	0.2962978364
1078	0.2961682263
1079	0.2960053615
1080	0.2958626188
1081	0.2958165834
1082	0.2957652942
1083	0.2956795753
1084	0.2955989882
1085	0.2955858721
1086	0.2955808083
1087	0.2954690095
1088	0.2954125488
1089	0.2954072468
1090	0.2953244982
1091	0.2952526666
1092	0.2951691506
1093	0.2950370981
1094	0.2949863717
1095	0.294914204
1096	0.2948001309
1097	0.2947597757
1098	0.2946902363
1099	0.2946615895
1100	0.2946205083
1101	0.2945722002
1102	0.2944160028
1103	0.2943667415
1104	0.2943312564
1105	0.2943128846
1106	0.2942564394
1107	0.2941261723
1108	0.294123774
1109	0.2940643794
1110	0.2940075978
1111	0.2939773625
1112	0.2939008086
1113	0.2938466435
1114	0.2937259484
1115	0.2935569553
1116	0.2934635832
1117	0.2933817708
1118	0.2933743592
1119	0.2932781243
1120	0.2931583199
1121	0.2931101595
1122	0.2930463935
1123	0.2929423996
1124	0.2929116507
1125	0.2927973232
1126	0.292772451
1127	0.2926836568
1128	0.2926560193
1129	0.2925131452
1130	0.2924321778
1131	0.2923121666
1132	0.2922663115
1133	0.2922042584
1134	0.2921725693
1135	0.2920657624
1136	0.2919994897
1137	0.2919438751
1138	0.2918970074
1139	0.2917806746
1140	0.2917437631
1141	0.2916555509
1142	0.291638213
1143	0.2915337015
1144	0.2914642842
1145	0.2913299677
1146	0.2912968393
1147	0.2912499773
1148	0.2912207119
1149	0.2911850777
1150	0.2910481726
1151	0.2909974736
1152	0.2909372523
1153	0.2908820388
1154	0.2907529523
1155	0.2907057514
1156	0.2906946243
1157	0.2906601241
1158	0.2905153804
1159	0.2904758015
1160	0.2904502059
1161	0.2904405473
1162	0.2903479764
1163	0.2902899607
1164	0.2902860595
1165	0.2902521823
1166	0.2901625279
1167	0.2901067799
1168	0.289982044
1169	0.2899112282
1170	0.2897488283
1171	0.2897241553
1172	0.289584683
1173	0.2895089866
1174	0.289396845
1175	0.2893611964
1176	0.2892974547
1177	0.2892314221
1178	0.2891741902
1179	0.2891239242
1180	0.2890390002
1181	0.2889588715
1182	0.2889527344
1183	0.2887939029
1184	0.2887186085
1185	0.2886619085
1186	0.2886263553
1187	0.2885863449
1188	0.2885314665
1189	0.2885110174
1190	0.2884714594
1191	0.2884088971
1192	0.2883320814
1193	0.2882625152
1194	0.2881346899
1195	0.2880964153
1196	0.2879376773
1197	0.2879103401
1198	0.2878556439
1199	0.2878037284
1200	0.287746308
1201	0.2876019361
1202	0.287475034
1203	0.2874244108
1204	0.2873238667
1205	0.2872673753
1206	0.287141981
1207	0.2870161893
1208	0.2869645891
1209	0.2868971987
1210	0.2867936066
1211	0.2867118411
1212	0.2866484778
1213	0.2866241974
1214	0.2865630949
1215	0.2864353077
1216	0.2863596237
1217	0.2862677799
1218	0.2861431234
1219	0.2861030528
1220	0.2860282266
1221	0.2859493702
1222	0.2859266769
1223	0.2858709277
1224	0.2858143629
1225	0.2857742115
1226	0.2857523752
1227	0.2856960062
1228	0.2856571295
1229	0.2856070636
1230	0.2855068939
1231	0.2854534002
1232	0.285416725
1233	0.285293995
1234	0.2852174396
1235	0.2850574897
1236	0.2849971905
1237	0.2848683033
1238	0.2848174428
1239	0.2847921518
1240	0.2847764048
1241	0.2846484775
1242	0.2845680409
1243	0.2844968431
1244	0.2844382986
1245	0.2843699207
1246	0.2843001776
1247	0.284256179
1248	0.2841313197
1249	0.2840426655
1250	0.283962166
1251	0.2839272605
1252	0.2838692205
1253	0.2837725916
1254	0.2837257158
1255	0.2836345833
1256	0.2836136627
1257	0.2834625601
1258	0.283413411
1259	0.2833926785
1260	0.2832530053
1261	0.2832121603
1262	0.2831596674
1263	0.2831106504
1264	0.2830511601
1265	0.2830064047
1266	0.2829241641
1267	0.2828649378
1268	0.282827314
1269	0.2827790867
1270	0.282766131
1271	0.2826966993
1272	0.2826521368
1273	0.2824688731
1274	0.2824193002
1275	0.2822874596
1276	0.2821199786
1277	0.2820596302
1278	0.2820132459
1279	0.2819211707
1280	0.2818221585
1281	0.2817560684
1282	0.281731911
1283	0.2817178754
1284	0.2816228385
1285	0.2815700373
1286	0.2814326574
1287	0.2812525548
1288	0.2811511665
1289	0.2811480317
1290	0.2811179311
1291	0.280932908
1292	0.2808762652
1293	0.2808357415
1294	0.2808304873
1295	0.2808128238
1296	0.280791113
1297	0.2806953241
1298	0.2805610652
1299	0.2805073124
1300	0.2804664107
1301	0.2803040665
1302	0.280271067
1303	0.2802595754
1304	0.2802109572
1305	0.28012854
1306	0.2799985442
1307	0.2799712616
1308	0.2798594029
1309	0.2797670019
1310	0.2797210743
1311	0.2796544283
1312	0.2795711463
1313	0.2794626299
1314	0.2794015561
1315	0.2792465703
1316	0.2791784996
1317	0.2791154764
1318	0.2789932769
1319	0.2789607383
1320	0.2788808043
1321	0.2787968582
1322	0.278710721
1323	0.2786250307
1324	0.2785181067
1325	0.2784680704
1326	0.2784012843
1327	0.2782822926
1328	0.278247374
1329	0.2781785128
1330	0.2781568989
1331	0.278007447
1332	0.2779620082
1333	0.2778542294
1334	0.2778031297
1335	0.2777487845
1336	0.2777192349
1337	0.2776330166
1338	0.2775726925
1339	0.2775509901
1340	0.2774233345
1341	0.2772827508
1342	0.2772575984
1343	0.2771759597
1344	0.2770807876
1345	0.2770580735
1346	0.2769015208
1347	0.2768685388
1348	0.2768558497
1349	0.276745168
1350	0.2767039439
1351	0.2765981467
1352	0.2765948197
1353	0.2764466555
1354	0.2763902453
1355	0.2762165607
1356	0.2760960965
1357	0.2760169434
1358	0.2759263765
1359	0.2758545177
1360	0.2757014733
1361	0.2756494889
1362	0.2755537361
1363	0.2755296521
1364	0.2755030813
1365	0.2754139517
1366	0.2753393237
1367	0.2752588077
1368	0.2751812679
1369	0.274967573
1370	0.2748105138
1371	0.2747672544
1372	0.274724781
1373	0.2745917543
1374	0.2745647324
1375	0.2744956522
1376	0.2744419936
1377	0.2742601983
1378	0.2742199049
1379	0.274171757
1380	0.273977692
1381	0.2739296147
1382	0.2738953915
1383	0.2738770849
1384	0.2738012126
1385	0.2737224434
1386	0.2736424026
1387	0.2735771346
1388	0.2735068663
1389	0.2734727778
1390	0.2733994948
1391	0.273355443
1392	0.2732970766
1393	0.2731414201
1394	0.273106279
1395	0.2730880888
1396	0.2730707621
1397	0.2729521291
1398	0.272798103
1399	0.2727508354
1400	0.2726470118
1401	0.2725883786
1402	0.2725326547
1403	0.2724894022
1404	0.2724629971
1405	0.272400248
1406	0.272336343
1407	0.272242493
1408	0.2721350166
1409	0.2721051522
1410	0.2720323948
1411	0.2720032259
1412	0.2719539073
1413	0.2719277939
1414	0.2718429549
1415	0.2718012343
1416	0.2717537669
1417	0.2716845073
1418	0.271669796
1419	0.2715122991
1420	0.2713783516
1421	0.2713344582
1422	0.2711540678
1423	0.2711022915
1424	0.2710550903
1425	0.2710365831
1426	0.2709611672
1427	0.2708379301
1428	0.2706983051
1429	0.2705436127
1430	0.2704908141
1431	0.2704404534
1432	0.2703308382
1433	0.2702940563
1434	0.2701383304
1435	0.2700007432
1436	0.2699379809
1437	0.2698606656
1438	0.2697790266
1439	0.2696853849
1440	0.2695227271
1441	0.2694714696
1442	0.2694289018
1443	0.2693882549
1444	0.2693607886
1445	0.269332502
1446	0.2692512559
1447	0.2690794982
1448	0.2689408564
1449	0.2689194172
1450	0.2688258526
1451	0.2687724873
1452	0.2685657615
1453	0.268521948
1454	0.2683831468
1455	0.2683049507
1456	0.2682597541
1457	0.2682153371
1458	0.2681011053
1459	0.2680470091
1460	0.2678838445
1461	0.2678386345
1462	0.2677877528
1463	0.2677463852
1464	0.2676790973
1465	0.2675682035
1466	0.2675122905
1467	0.2674576052
1468	0.2673911076
1469	0.2673628355
1470	0.2673126056
1471	0.2672852517
1472	0.2672080459
1473	0.267177032
1474	0.2671102839
1475	0.2670475176
1476	0.2669709379
1477	0.266865522
1478	0.2667555378
1479	0.2666859016
1480	0.2666252292
1481	0.2665739164
1482	0.2665490755
1483	0.2664398827
1484	0.2664267359
1485	0.2663257453
1486	0.2662443936
1487	0.2661700832
1488	0.2660881453
1489	0.2659756445
1490	0.2659018187
1491	0.2658546608
1492	0.2657257577
1493	0.2656035504
1494	0.2655660886
1495	0.2654799519
1496	0.2654775386
1497	0.2654119223
1498	0.2653676731
1499	0.2653134529
